day,status,count,first_day,date
32 days,durch Infektion immunisiert,2028,2020-02-27,2020-03-30
33 days,keine Immunität,194638,2020-02-27,2020-03-31
33 days,durch Infektion immunisiert,2097,2020-02-27,2020-03-31
34 days,keine Immunität,194560,2020-02-27,2020-04-01
34 days,durch Infektion immunisiert,2175,2020-02-27,2020-04-01
35 days,keine Immunität,194467,2020-02-27,2020-04-02
35 days,durch Infektion immunisiert,2268,2020-02-27,2020-04-02
36 days,keine Immunität,194404,2020-02-27,2020-04-03
36 days,durch Infektion immunisiert,2331,2020-02-27,2020-04-03
37 days,keine Immunität,194371,2020-02-27,2020-04-04
37 days,durch Infektion immunisiert,2364,2020-02-27,2020-04-04
38 days,keine Immunität,194314,2020-02-27,2020-04-05
38 days,durch Infektion immunisiert,2421,2020-02-27,2020-04-05
39 days,keine Immunität,194272,2020-02-27,2020-04-06
39 days,durch Infektion immunisiert,2463,2020-02-27,2020-04-06
40 days,keine Immunität,194242,2020-02-27,2020-04-07
40 days,durch Infektion immunisiert,2493,2020-02-27,2020-04-07
41 days,keine Immunität,194197,2020-02-27,2020-04-08
41 days,durch Infektion immunisiert,2538,2020-02-27,2020-04-08
42 days,keine Immunität,194149,2020-02-27,2020-04-09
42 days,durch Infektion immunisiert,2586,2020-02-27,2020-04-09
43 days,keine Immunität,194134,2020-02-27,2020-04-10
43 days,durch Infektion immunisiert,2601,2020-02-27,2020-04-10
44 days,keine Immunität,194116,2020-02-27,2020-04-11
44 days,durch Infektion immunisiert,2619,2020-02-27,2020-04-11
45 days,keine Immunität,194086,2020-02-27,2020-04-12
45 days,durch Infektion immunisiert,2649,2020-02-27,2020-04-12
46 days,keine Immunität,194071,2020-02-27,2020-04-13
46 days,durch Infektion immunisiert,2664,2020-02-27,2020-04-13
47 days,keine Immunität,194041,2020-02-27,2020-04-14
47 days,durch Infektion immunisiert,2694,2020-02-27,2020-04-14
48 days,keine Immunität,194029,2020-02-27,2020-04-15
48 days,durch Infektion immunisiert,2706,2020-02-27,2020-04-15
49 days,keine Immunität,194002,2020-02-27,2020-04-16
49 days,durch Infektion immunisiert,2733,2020-02-27,2020-04-16
50 days,keine Immunität,193981,2020-02-27,2020-04-17
50 days,durch Infektion immunisiert,2754,2020-02-27,2020-04-17
51 days,keine Immunität,193969,2020-02-27,2020-04-18
51 days,durch Infektion immunisiert,2766,2020-02-27,2020-04-18
52 days,keine Immunität,193963,2020-02-27,2020-04-19
52 days,durch Infektion immunisiert,2772,2020-02-27,2020-04-19
53 days,keine Immunität,193960,2020-02-27,2020-04-20
53 days,durch Infektion immunisiert,2775,2020-02-27,2020-04-20
54 days,keine Immunität,193957,2020-02-27,2020-04-21
54 days,durch Infektion immunisiert,2778,2020-02-27,2020-04-21
55 days,keine Immunität,193948,2020-02-27,2020-04-22
55 days,durch Infektion immunisiert,2787,2020-02-27,2020-04-22
56 days,keine Immunität,193936,2020-02-27,2020-04-23
56 days,durch Infektion immunisiert,2799,2020-02-27,2020-04-23
57 days,keine Immunität,193930,2020-02-27,2020-04-24
57 days,durch Infektion immunisiert,2805,2020-02-27,2020-04-24
58 days,keine Immunität,193924,2020-02-27,2020-04-25
58 days,durch Infektion immunisiert,2811,2020-02-27,2020-04-25
59 days,keine Immunität,193921,2020-02-27,2020-04-26
59 days,durch Infektion immunisiert,2814,2020-02-27,2020-04-26
60 days,keine Immunität,193915,2020-02-27,2020-04-27
60 days,durch Infektion immunisiert,2820,2020-02-27,2020-04-27
61 days,keine Immunität,193903,2020-02-27,2020-04-28
61 days,durch Infektion immunisiert,2832,2020-02-27,2020-04-28
62 days,keine Immunität,193894,2020-02-27,2020-04-29
62 days,durch Infektion immunisiert,2841,2020-02-27,2020-04-29
63 days,keine Immunität,193888,2020-02-27,2020-04-30
63 days,durch Infektion immunisiert,2847,2020-02-27,2020-04-30
64 days,keine Immunität,193876,2020-02-27,2020-05-01
64 days,durch Infektion immunisiert,2859,2020-02-27,2020-05-01
65 days,keine Immunität,193876,2020-02-27,2020-05-02
65 days,durch Infektion immunisiert,2859,2020-02-27,2020-05-02
66 days,keine Immunität,193870,2020-02-27,2020-05-03
66 days,durch Infektion immunisiert,2865,2020-02-27,2020-05-03
67 days,keine Immunität,193861,2020-02-27,2020-05-04
67 days,durch Infektion immunisiert,2874,2020-02-27,2020-05-04
68 days,keine Immunität,193858,2020-02-27,2020-05-05
68 days,durch Infektion immunisiert,2877,2020-02-27,2020-05-05
69 days,keine Immunität,193849,2020-02-27,2020-05-06
69 days,durch Infektion immunisiert,2886,2020-02-27,2020-05-06
70 days,keine Immunität,193846,2020-02-27,2020-05-07
70 days,durch Infektion immunisiert,2889,2020-02-27,2020-05-07
71 days,keine Immunität,193843,2020-02-27,2020-05-08
71 days,durch Infektion immunisiert,2892,2020-02-27,2020-05-08
72 days,keine Immunität,193843,2020-02-27,2020-05-09
72 days,durch Infektion immunisiert,2892,2020-02-27,2020-05-09
73 days,keine Immunität,193837,2020-02-27,2020-05-10
73 days,durch Infektion immunisiert,2898,2020-02-27,2020-05-10
74 days,keine Immunität,193837,2020-02-27,2020-05-11
74 days,durch Infektion immunisiert,2898,2020-02-27,2020-05-11
75 days,keine Immunität,193837,2020-02-27,2020-05-12
75 days,durch Infektion immunisiert,2898,2020-02-27,2020-05-12
76 days,keine Immunität,193834,2020-02-27,2020-05-13
76 days,durch Infektion immunisiert,2901,2020-02-27,2020-05-13
77 days,keine Immunität,193828,2020-02-27,2020-05-14
77 days,durch Infektion immunisiert,2907,2020-02-27,2020-05-14
78 days,keine Immunität,193825,2020-02-27,2020-05-15
78 days,durch Infektion immunisiert,2910,2020-02-27,2020-05-15
79 days,keine Immunität,193825,2020-02-27,2020-05-16
79 days,durch Infektion immunisiert,2910,2020-02-27,2020-05-16
80 days,keine Immunität,193825,2020-02-27,2020-05-17
80 days,durch Infektion immunisiert,2910,2020-02-27,2020-05-17
81 days,keine Immunität,193822,2020-02-27,2020-05-18
81 days,durch Infektion immunisiert,2913,2020-02-27,2020-05-18
82 days,keine Immunität,193819,2020-02-27,2020-05-19
82 days,durch Infektion immunisiert,2916,2020-02-27,2020-05-19
83 days,keine Immunität,193819,2020-02-27,2020-05-20
83 days,durch Infektion immunisiert,2916,2020-02-27,2020-05-20
84 days,keine Immunität,193819,2020-02-27,2020-05-21
84 days,durch Infektion immunisiert,2916,2020-02-27,2020-05-21
85 days,keine Immunität,193819,2020-02-27,2020-05-22
85 days,durch Infektion immunisiert,2916,2020-02-27,2020-05-22
86 days,keine Immunität,193819,2020-02-27,2020-05-23
86 days,durch Infektion immunisiert,2916,2020-02-27,2020-05-23
87 days,keine Immunität,193819,2020-02-27,2020-05-24
87 days,durch Infektion immunisiert,2916,2020-02-27,2020-05-24
88 days,keine Immunität,193819,2020-02-27,2020-05-25
88 days,durch Infektion immunisiert,2916,2020-02-27,2020-05-25
89 days,keine Immunität,193819,2020-02-27,2020-05-26
89 days,durch Infektion immunisiert,2916,2020-02-27,2020-05-26
90 days,keine Immunität,193819,2020-02-27,2020-05-27
90 days,durch Infektion immunisiert,2916,2020-02-27,2020-05-27
91 days,keine Immunität,193819,2020-02-27,2020-05-28
91 days,durch Infektion immunisiert,2916,2020-02-27,2020-05-28
92 days,keine Immunität,193819,2020-02-27,2020-05-29
92 days,durch Infektion immunisiert,2916,2020-02-27,2020-05-29
93 days,keine Immunität,193819,2020-02-27,2020-05-30
93 days,durch Infektion immunisiert,2916,2020-02-27,2020-05-30
94 days,keine Immunität,193819,2020-02-27,2020-05-31
94 days,durch Infektion immunisiert,2916,2020-02-27,2020-05-31
95 days,keine Immunität,193819,2020-02-27,2020-06-01
95 days,durch Infektion immunisiert,2916,2020-02-27,2020-06-01
96 days,keine Immunität,193819,2020-02-27,2020-06-02
96 days,durch Infektion immunisiert,2916,2020-02-27,2020-06-02
97 days,keine Immunität,193813,2020-02-27,2020-06-03
97 days,durch Infektion immunisiert,2922,2020-02-27,2020-06-03
98 days,keine Immunität,193807,2020-02-27,2020-06-04
98 days,durch Infektion immunisiert,2928,2020-02-27,2020-06-04
99 days,keine Immunität,193807,2020-02-27,2020-06-05
99 days,durch Infektion immunisiert,2928,2020-02-27,2020-06-05
100 days,keine Immunität,193807,2020-02-27,2020-06-06
100 days,durch Infektion immunisiert,2928,2020-02-27,2020-06-06
101 days,keine Immunität,193807,2020-02-27,2020-06-07
101 days,durch Infektion immunisiert,2928,2020-02-27,2020-06-07
102 days,keine Immunität,193804,2020-02-27,2020-06-08
102 days,durch Infektion immunisiert,2931,2020-02-27,2020-06-08
103 days,keine Immunität,193804,2020-02-27,2020-06-09
103 days,durch Infektion immunisiert,2931,2020-02-27,2020-06-09
104 days,keine Immunität,193804,2020-02-27,2020-06-10
104 days,durch Infektion immunisiert,2931,2020-02-27,2020-06-10
105 days,keine Immunität,193804,2020-02-27,2020-06-11
105 days,durch Infektion immunisiert,2931,2020-02-27,2020-06-11
106 days,keine Immunität,193804,2020-02-27,2020-06-12
106 days,durch Infektion immunisiert,2931,2020-02-27,2020-06-12
107 days,keine Immunität,193804,2020-02-27,2020-06-13
107 days,durch Infektion immunisiert,2931,2020-02-27,2020-06-13
108 days,keine Immunität,193804,2020-02-27,2020-06-14
108 days,durch Infektion immunisiert,2931,2020-02-27,2020-06-14
109 days,keine Immunität,193804,2020-02-27,2020-06-15
109 days,durch Infektion immunisiert,2931,2020-02-27,2020-06-15
110 days,keine Immunität,193801,2020-02-27,2020-06-16
110 days,durch Infektion immunisiert,2934,2020-02-27,2020-06-16
111 days,keine Immunität,193801,2020-02-27,2020-06-17
111 days,durch Infektion immunisiert,2934,2020-02-27,2020-06-17
112 days,keine Immunität,193798,2020-02-27,2020-06-18
112 days,durch Infektion immunisiert,2937,2020-02-27,2020-06-18
113 days,keine Immunität,193798,2020-02-27,2020-06-19
113 days,durch Infektion immunisiert,2937,2020-02-27,2020-06-19
114 days,keine Immunität,193798,2020-02-27,2020-06-20
114 days,durch Infektion immunisiert,2937,2020-02-27,2020-06-20
115 days,keine Immunität,193798,2020-02-27,2020-06-21
115 days,durch Infektion immunisiert,2937,2020-02-27,2020-06-21
116 days,keine Immunität,193798,2020-02-27,2020-06-22
116 days,durch Infektion immunisiert,2937,2020-02-27,2020-06-22
117 days,keine Immunität,193798,2020-02-27,2020-06-23
117 days,durch Infektion immunisiert,2937,2020-02-27,2020-06-23
118 days,keine Immunität,193798,2020-02-27,2020-06-24
118 days,durch Infektion immunisiert,2937,2020-02-27,2020-06-24
119 days,keine Immunität,193798,2020-02-27,2020-06-25
119 days,durch Infektion immunisiert,2937,2020-02-27,2020-06-25
120 days,keine Immunität,193798,2020-02-27,2020-06-26
120 days,durch Infektion immunisiert,2937,2020-02-27,2020-06-26
121 days,keine Immunität,193798,2020-02-27,2020-06-27
121 days,durch Infektion immunisiert,2937,2020-02-27,2020-06-27
122 days,keine Immunität,193798,2020-02-27,2020-06-28
122 days,durch Infektion immunisiert,2937,2020-02-27,2020-06-28
123 days,keine Immunität,193798,2020-02-27,2020-06-29
123 days,durch Infektion immunisiert,2937,2020-02-27,2020-06-29
124 days,keine Immunität,193798,2020-02-27,2020-06-30
124 days,durch Infektion immunisiert,2937,2020-02-27,2020-06-30
125 days,keine Immunität,193798,2020-02-27,2020-07-01
125 days,durch Infektion immunisiert,2937,2020-02-27,2020-07-01
126 days,keine Immunität,193792,2020-02-27,2020-07-02
126 days,durch Infektion immunisiert,2943,2020-02-27,2020-07-02
127 days,keine Immunität,193786,2020-02-27,2020-07-03
127 days,durch Infektion immunisiert,2949,2020-02-27,2020-07-03
128 days,keine Immunität,193783,2020-02-27,2020-07-04
128 days,durch Infektion immunisiert,2952,2020-02-27,2020-07-04
129 days,keine Immunität,193783,2020-02-27,2020-07-05
129 days,durch Infektion immunisiert,2952,2020-02-27,2020-07-05
130 days,keine Immunität,193774,2020-02-27,2020-07-06
130 days,durch Infektion immunisiert,2961,2020-02-27,2020-07-06
131 days,keine Immunität,193762,2020-02-27,2020-07-07
131 days,durch Infektion immunisiert,2973,2020-02-27,2020-07-07
132 days,keine Immunität,193753,2020-02-27,2020-07-08
132 days,durch Infektion immunisiert,2982,2020-02-27,2020-07-08
133 days,keine Immunität,193744,2020-02-27,2020-07-09
133 days,durch Infektion immunisiert,2991,2020-02-27,2020-07-09
134 days,keine Immunität,193738,2020-02-27,2020-07-10
134 days,durch Infektion immunisiert,2997,2020-02-27,2020-07-10
135 days,keine Immunität,193732,2020-02-27,2020-07-11
135 days,durch Infektion immunisiert,3003,2020-02-27,2020-07-11
136 days,keine Immunität,193729,2020-02-27,2020-07-12
136 days,durch Infektion immunisiert,3006,2020-02-27,2020-07-12
137 days,keine Immunität,193714,2020-02-27,2020-07-13
137 days,durch Infektion immunisiert,3021,2020-02-27,2020-07-13
138 days,keine Immunität,193705,2020-02-27,2020-07-14
138 days,durch Infektion immunisiert,3030,2020-02-27,2020-07-14
139 days,keine Immunität,193699,2020-02-27,2020-07-15
139 days,durch Infektion immunisiert,3036,2020-02-27,2020-07-15
140 days,keine Immunität,193690,2020-02-27,2020-07-16
140 days,durch Infektion immunisiert,3045,2020-02-27,2020-07-16
141 days,keine Immunität,193681,2020-02-27,2020-07-17
141 days,durch Infektion immunisiert,3054,2020-02-27,2020-07-17
142 days,keine Immunität,193681,2020-02-27,2020-07-18
142 days,durch Infektion immunisiert,3054,2020-02-27,2020-07-18
143 days,keine Immunität,193678,2020-02-27,2020-07-19
143 days,durch Infektion immunisiert,3057,2020-02-27,2020-07-19
144 days,keine Immunität,193672,2020-02-27,2020-07-20
144 days,durch Infektion immunisiert,3063,2020-02-27,2020-07-20
145 days,keine Immunität,193666,2020-02-27,2020-07-21
145 days,durch Infektion immunisiert,3069,2020-02-27,2020-07-21
146 days,keine Immunität,193660,2020-02-27,2020-07-22
146 days,durch Infektion immunisiert,3075,2020-02-27,2020-07-22
147 days,keine Immunität,193660,2020-02-27,2020-07-23
147 days,durch Infektion immunisiert,3075,2020-02-27,2020-07-23
148 days,keine Immunität,193654,2020-02-27,2020-07-24
148 days,durch Infektion immunisiert,3081,2020-02-27,2020-07-24
149 days,keine Immunität,193654,2020-02-27,2020-07-25
149 days,durch Infektion immunisiert,3081,2020-02-27,2020-07-25
150 days,keine Immunität,193648,2020-02-27,2020-07-26
150 days,durch Infektion immunisiert,3087,2020-02-27,2020-07-26
151 days,keine Immunität,193621,2020-02-27,2020-07-27
151 days,durch Infektion immunisiert,3114,2020-02-27,2020-07-27
152 days,keine Immunität,193612,2020-02-27,2020-07-28
152 days,durch Infektion immunisiert,3123,2020-02-27,2020-07-28
153 days,keine Immunität,193603,2020-02-27,2020-07-29
153 days,durch Infektion immunisiert,3132,2020-02-27,2020-07-29
154 days,keine Immunität,193597,2020-02-27,2020-07-30
154 days,durch Infektion immunisiert,3138,2020-02-27,2020-07-30
155 days,keine Immunität,193567,2020-02-27,2020-07-31
155 days,durch Infektion immunisiert,3168,2020-02-27,2020-07-31
156 days,keine Immunität,193549,2020-02-27,2020-08-01
156 days,durch Infektion immunisiert,3186,2020-02-27,2020-08-01
157 days,keine Immunität,193546,2020-02-27,2020-08-02
157 days,durch Infektion immunisiert,3189,2020-02-27,2020-08-02
158 days,keine Immunität,193522,2020-02-27,2020-08-03
158 days,durch Infektion immunisiert,3213,2020-02-27,2020-08-03
159 days,keine Immunität,193513,2020-02-27,2020-08-04
159 days,durch Infektion immunisiert,3222,2020-02-27,2020-08-04
160 days,keine Immunität,193507,2020-02-27,2020-08-05
160 days,durch Infektion immunisiert,3228,2020-02-27,2020-08-05
161 days,keine Immunität,193504,2020-02-27,2020-08-06
161 days,durch Infektion immunisiert,3231,2020-02-27,2020-08-06
162 days,keine Immunität,193498,2020-02-27,2020-08-07
162 days,durch Infektion immunisiert,3237,2020-02-27,2020-08-07
163 days,keine Immunität,193492,2020-02-27,2020-08-08
163 days,durch Infektion immunisiert,3243,2020-02-27,2020-08-08
164 days,keine Immunität,193486,2020-02-27,2020-08-09
164 days,durch Infektion immunisiert,3249,2020-02-27,2020-08-09
165 days,keine Immunität,193474,2020-02-27,2020-08-10
165 days,durch Infektion immunisiert,3261,2020-02-27,2020-08-10
166 days,keine Immunität,193453,2020-02-27,2020-08-11
166 days,durch Infektion immunisiert,3282,2020-02-27,2020-08-11
167 days,keine Immunität,193414,2020-02-27,2020-08-12
167 days,durch Infektion immunisiert,3321,2020-02-27,2020-08-12
168 days,keine Immunität,193402,2020-02-27,2020-08-13
168 days,durch Infektion immunisiert,3333,2020-02-27,2020-08-13
169 days,keine Immunität,193369,2020-02-27,2020-08-14
169 days,durch Infektion immunisiert,3366,2020-02-27,2020-08-14
170 days,keine Immunität,193336,2020-02-27,2020-08-15
170 days,durch Infektion immunisiert,3399,2020-02-27,2020-08-15
171 days,keine Immunität,193327,2020-02-27,2020-08-16
171 days,durch Infektion immunisiert,3408,2020-02-27,2020-08-16
172 days,keine Immunität,193300,2020-02-27,2020-08-17
172 days,durch Infektion immunisiert,3435,2020-02-27,2020-08-17
173 days,keine Immunität,193282,2020-02-27,2020-08-18
173 days,durch Infektion immunisiert,3453,2020-02-27,2020-08-18
174 days,keine Immunität,193255,2020-02-27,2020-08-19
174 days,durch Infektion immunisiert,3480,2020-02-27,2020-08-19
175 days,keine Immunität,193237,2020-02-27,2020-08-20
175 days,durch Infektion immunisiert,3498,2020-02-27,2020-08-20
176 days,keine Immunität,193210,2020-02-27,2020-08-21
176 days,durch Infektion immunisiert,3525,2020-02-27,2020-08-21
177 days,keine Immunität,193198,2020-02-27,2020-08-22
177 days,durch Infektion immunisiert,3537,2020-02-27,2020-08-22
178 days,keine Immunität,193198,2020-02-27,2020-08-23
178 days,durch Infektion immunisiert,3537,2020-02-27,2020-08-23
179 days,keine Immunität,193186,2020-02-27,2020-08-24
179 days,durch Infektion immunisiert,3549,2020-02-27,2020-08-24
180 days,keine Immunität,193168,2020-02-27,2020-08-25
180 days,durch Infektion immunisiert,3567,2020-02-27,2020-08-25
181 days,keine Immunität,193153,2020-02-27,2020-08-26
181 days,durch Infektion immunisiert,3582,2020-02-27,2020-08-26
182 days,keine Immunität,193129,2020-02-27,2020-08-27
182 days,durch Infektion immunisiert,3606,2020-02-27,2020-08-27
183 days,keine Immunität,193105,2020-02-27,2020-08-28
183 days,durch Infektion immunisiert,3630,2020-02-27,2020-08-28
184 days,keine Immunität,193096,2020-02-27,2020-08-29
184 days,durch Infektion immunisiert,3639,2020-02-27,2020-08-29
185 days,keine Immunität,193096,2020-02-27,2020-08-30
185 days,durch Infektion immunisiert,3639,2020-02-27,2020-08-30
186 days,keine Immunität,193084,2020-02-27,2020-08-31
186 days,durch Infektion immunisiert,3651,2020-02-27,2020-08-31
187 days,keine Immunität,193072,2020-02-27,2020-09-01
187 days,durch Infektion immunisiert,3663,2020-02-27,2020-09-01
188 days,keine Immunität,193069,2020-02-27,2020-09-02
188 days,Impfschutz abgelaufen,3,2020-02-27,2020-09-02
188 days,durch Infektion immunisiert,3663,2020-02-27,2020-09-02
189 days,keine Immunität,193051,2020-02-27,2020-09-03
189 days,Impfschutz abgelaufen,3,2020-02-27,2020-09-03
189 days,durch Infektion immunisiert,3681,2020-02-27,2020-09-03
190 days,keine Immunität,193042,2020-02-27,2020-09-04
190 days,Impfschutz abgelaufen,3,2020-02-27,2020-09-04
190 days,durch Infektion immunisiert,3690,2020-02-27,2020-09-04
191 days,keine Immunität,193027,2020-02-27,2020-09-05
191 days,Impfschutz abgelaufen,3,2020-02-27,2020-09-05
191 days,durch Infektion immunisiert,3705,2020-02-27,2020-09-05
192 days,keine Immunität,193012,2020-02-27,2020-09-06
192 days,Impfschutz abgelaufen,6,2020-02-27,2020-09-06
192 days,durch Infektion immunisiert,3717,2020-02-27,2020-09-06
193 days,keine Immunität,193006,2020-02-27,2020-09-07
193 days,Impfschutz abgelaufen,9,2020-02-27,2020-09-07
193 days,durch Infektion immunisiert,3720,2020-02-27,2020-09-07
194 days,keine Immunität,192976,2020-02-27,2020-09-08
194 days,Impfschutz abgelaufen,21,2020-02-27,2020-09-08
194 days,durch Infektion immunisiert,3738,2020-02-27,2020-09-08
195 days,keine Immunität,192961,2020-02-27,2020-09-09
195 days,Impfschutz abgelaufen,36,2020-02-27,2020-09-09
195 days,durch Infektion immunisiert,3738,2020-02-27,2020-09-09
196 days,keine Immunität,192958,2020-02-27,2020-09-10
196 days,Impfschutz abgelaufen,51,2020-02-27,2020-09-10
196 days,durch Infektion immunisiert,3726,2020-02-27,2020-09-10
197 days,keine Immunität,192946,2020-02-27,2020-09-11
197 days,Impfschutz abgelaufen,60,2020-02-27,2020-09-11
197 days,durch Infektion immunisiert,3729,2020-02-27,2020-09-11
198 days,keine Immunität,192937,2020-02-27,2020-09-12
198 days,Impfschutz abgelaufen,75,2020-02-27,2020-09-12
198 days,durch Infektion immunisiert,3723,2020-02-27,2020-09-12
199 days,keine Immunität,192931,2020-02-27,2020-09-13
199 days,Impfschutz abgelaufen,105,2020-02-27,2020-09-13
199 days,durch Infektion immunisiert,3699,2020-02-27,2020-09-13
200 days,keine Immunität,192925,2020-02-27,2020-09-14
200 days,Impfschutz abgelaufen,123,2020-02-27,2020-09-14
200 days,durch Infektion immunisiert,3687,2020-02-27,2020-09-14
201 days,keine Immunität,192910,2020-02-27,2020-09-15
201 days,Impfschutz abgelaufen,189,2020-02-27,2020-09-15
201 days,durch Infektion immunisiert,3636,2020-02-27,2020-09-15
202 days,keine Immunität,192907,2020-02-27,2020-09-16
202 days,Impfschutz abgelaufen,261,2020-02-27,2020-09-16
202 days,durch Infektion immunisiert,3567,2020-02-27,2020-09-16
203 days,keine Immunität,192883,2020-02-27,2020-09-17
203 days,Impfschutz abgelaufen,297,2020-02-27,2020-09-17
203 days,durch Infektion immunisiert,3555,2020-02-27,2020-09-17
204 days,keine Immunität,192880,2020-02-27,2020-09-18
204 days,Impfschutz abgelaufen,369,2020-02-27,2020-09-18
204 days,durch Infektion immunisiert,3486,2020-02-27,2020-09-18
205 days,keine Immunität,192874,2020-02-27,2020-09-19
205 days,Impfschutz abgelaufen,411,2020-02-27,2020-09-19
205 days,durch Infektion immunisiert,3450,2020-02-27,2020-09-19
206 days,keine Immunität,192868,2020-02-27,2020-09-20
206 days,Impfschutz abgelaufen,468,2020-02-27,2020-09-20
206 days,durch Infektion immunisiert,3399,2020-02-27,2020-09-20
207 days,keine Immunität,192862,2020-02-27,2020-09-21
207 days,Impfschutz abgelaufen,531,2020-02-27,2020-09-21
207 days,durch Infektion immunisiert,3342,2020-02-27,2020-09-21
208 days,keine Immunität,192862,2020-02-27,2020-09-22
208 days,Impfschutz abgelaufen,678,2020-02-27,2020-09-22
208 days,durch Infektion immunisiert,3195,2020-02-27,2020-09-22
209 days,keine Immunität,192853,2020-02-27,2020-09-23
209 days,Impfschutz abgelaufen,780,2020-02-27,2020-09-23
209 days,durch Infektion immunisiert,3102,2020-02-27,2020-09-23
210 days,keine Immunität,192844,2020-02-27,2020-09-24
210 days,Impfschutz abgelaufen,906,2020-02-27,2020-09-24
210 days,durch Infektion immunisiert,2985,2020-02-27,2020-09-24
211 days,keine Immunität,192829,2020-02-27,2020-09-25
211 days,Impfschutz abgelaufen,1053,2020-02-27,2020-09-25
211 days,durch Infektion immunisiert,2853,2020-02-27,2020-09-25
212 days,keine Immunität,192823,2020-02-27,2020-09-26
212 days,Impfschutz abgelaufen,1173,2020-02-27,2020-09-26
212 days,durch Infektion immunisiert,2739,2020-02-27,2020-09-26
213 days,keine Immunität,192823,2020-02-27,2020-09-27
213 days,Impfschutz abgelaufen,1266,2020-02-27,2020-09-27
213 days,durch Infektion immunisiert,2646,2020-02-27,2020-09-27
214 days,keine Immunität,192814,2020-02-27,2020-09-28
214 days,Impfschutz abgelaufen,1434,2020-02-27,2020-09-28
