day,status,count,first_day,date
128 days,durch Infektion geimpft,984,2020-02-27,2020-07-04
129 days,kein Impfschutz,195751,2020-02-27,2020-07-05
129 days,durch Infektion geimpft,984,2020-02-27,2020-07-05
130 days,kein Impfschutz,195748,2020-02-27,2020-07-06
130 days,durch Infektion geimpft,987,2020-02-27,2020-07-06
131 days,kein Impfschutz,195744,2020-02-27,2020-07-07
131 days,durch Infektion geimpft,991,2020-02-27,2020-07-07
132 days,kein Impfschutz,195741,2020-02-27,2020-07-08
132 days,durch Infektion geimpft,994,2020-02-27,2020-07-08
133 days,kein Impfschutz,195738,2020-02-27,2020-07-09
133 days,durch Infektion geimpft,997,2020-02-27,2020-07-09
134 days,kein Impfschutz,195736,2020-02-27,2020-07-10
134 days,durch Infektion geimpft,999,2020-02-27,2020-07-10
135 days,kein Impfschutz,195734,2020-02-27,2020-07-11
135 days,durch Infektion geimpft,1001,2020-02-27,2020-07-11
136 days,kein Impfschutz,195733,2020-02-27,2020-07-12
136 days,durch Infektion geimpft,1002,2020-02-27,2020-07-12
137 days,kein Impfschutz,195728,2020-02-27,2020-07-13
137 days,durch Infektion geimpft,1007,2020-02-27,2020-07-13
138 days,kein Impfschutz,195725,2020-02-27,2020-07-14
138 days,durch Infektion geimpft,1010,2020-02-27,2020-07-14
139 days,kein Impfschutz,195723,2020-02-27,2020-07-15
139 days,durch Infektion geimpft,1012,2020-02-27,2020-07-15
140 days,kein Impfschutz,195720,2020-02-27,2020-07-16
140 days,durch Infektion geimpft,1015,2020-02-27,2020-07-16
141 days,kein Impfschutz,195717,2020-02-27,2020-07-17
141 days,durch Infektion geimpft,1018,2020-02-27,2020-07-17
142 days,kein Impfschutz,195717,2020-02-27,2020-07-18
142 days,durch Infektion geimpft,1018,2020-02-27,2020-07-18
143 days,kein Impfschutz,195716,2020-02-27,2020-07-19
143 days,durch Infektion geimpft,1019,2020-02-27,2020-07-19
144 days,kein Impfschutz,195714,2020-02-27,2020-07-20
144 days,durch Infektion geimpft,1021,2020-02-27,2020-07-20
145 days,kein Impfschutz,195712,2020-02-27,2020-07-21
145 days,durch Infektion geimpft,1023,2020-02-27,2020-07-21
146 days,kein Impfschutz,195710,2020-02-27,2020-07-22
146 days,durch Infektion geimpft,1025,2020-02-27,2020-07-22
147 days,kein Impfschutz,195710,2020-02-27,2020-07-23
147 days,durch Infektion geimpft,1025,2020-02-27,2020-07-23
148 days,kein Impfschutz,195708,2020-02-27,2020-07-24
148 days,durch Infektion geimpft,1027,2020-02-27,2020-07-24
149 days,kein Impfschutz,195708,2020-02-27,2020-07-25
149 days,durch Infektion geimpft,1027,2020-02-27,2020-07-25
150 days,kein Impfschutz,195706,2020-02-27,2020-07-26
150 days,durch Infektion geimpft,1029,2020-02-27,2020-07-26
151 days,kein Impfschutz,195697,2020-02-27,2020-07-27
151 days,durch Infektion geimpft,1038,2020-02-27,2020-07-27
152 days,kein Impfschutz,195694,2020-02-27,2020-07-28
152 days,durch Infektion geimpft,1041,2020-02-27,2020-07-28
153 days,kein Impfschutz,195691,2020-02-27,2020-07-29
153 days,durch Infektion geimpft,1044,2020-02-27,2020-07-29
154 days,kein Impfschutz,195689,2020-02-27,2020-07-30
154 days,durch Infektion geimpft,1046,2020-02-27,2020-07-30
155 days,kein Impfschutz,195679,2020-02-27,2020-07-31
155 days,durch Infektion geimpft,1056,2020-02-27,2020-07-31
156 days,kein Impfschutz,195673,2020-02-27,2020-08-01
156 days,durch Infektion geimpft,1062,2020-02-27,2020-08-01
157 days,kein Impfschutz,195672,2020-02-27,2020-08-02
157 days,durch Infektion geimpft,1063,2020-02-27,2020-08-02
158 days,kein Impfschutz,195664,2020-02-27,2020-08-03
158 days,durch Infektion geimpft,1071,2020-02-27,2020-08-03
159 days,kein Impfschutz,195661,2020-02-27,2020-08-04
159 days,durch Infektion geimpft,1074,2020-02-27,2020-08-04
160 days,kein Impfschutz,195659,2020-02-27,2020-08-05
160 days,durch Infektion geimpft,1076,2020-02-27,2020-08-05
161 days,kein Impfschutz,195658,2020-02-27,2020-08-06
161 days,durch Infektion geimpft,1077,2020-02-27,2020-08-06
162 days,kein Impfschutz,195656,2020-02-27,2020-08-07
162 days,durch Infektion geimpft,1079,2020-02-27,2020-08-07
163 days,kein Impfschutz,195654,2020-02-27,2020-08-08
163 days,durch Infektion geimpft,1081,2020-02-27,2020-08-08
164 days,kein Impfschutz,195652,2020-02-27,2020-08-09
164 days,durch Infektion geimpft,1083,2020-02-27,2020-08-09
165 days,kein Impfschutz,195648,2020-02-27,2020-08-10
165 days,durch Infektion geimpft,1087,2020-02-27,2020-08-10
166 days,kein Impfschutz,195641,2020-02-27,2020-08-11
166 days,durch Infektion geimpft,1094,2020-02-27,2020-08-11
167 days,kein Impfschutz,195628,2020-02-27,2020-08-12
167 days,durch Infektion geimpft,1107,2020-02-27,2020-08-12
168 days,kein Impfschutz,195624,2020-02-27,2020-08-13
168 days,durch Infektion geimpft,1111,2020-02-27,2020-08-13
169 days,kein Impfschutz,195613,2020-02-27,2020-08-14
169 days,durch Infektion geimpft,1122,2020-02-27,2020-08-14
170 days,kein Impfschutz,195602,2020-02-27,2020-08-15
170 days,durch Infektion geimpft,1133,2020-02-27,2020-08-15
171 days,kein Impfschutz,195599,2020-02-27,2020-08-16
171 days,durch Infektion geimpft,1136,2020-02-27,2020-08-16
172 days,kein Impfschutz,195590,2020-02-27,2020-08-17
172 days,durch Infektion geimpft,1145,2020-02-27,2020-08-17
173 days,kein Impfschutz,195584,2020-02-27,2020-08-18
173 days,durch Infektion geimpft,1151,2020-02-27,2020-08-18
174 days,kein Impfschutz,195575,2020-02-27,2020-08-19
174 days,durch Infektion geimpft,1160,2020-02-27,2020-08-19
175 days,kein Impfschutz,195569,2020-02-27,2020-08-20
175 days,durch Infektion geimpft,1166,2020-02-27,2020-08-20
176 days,kein Impfschutz,195560,2020-02-27,2020-08-21
176 days,durch Infektion geimpft,1175,2020-02-27,2020-08-21
177 days,kein Impfschutz,195556,2020-02-27,2020-08-22
177 days,durch Infektion geimpft,1179,2020-02-27,2020-08-22
178 days,kein Impfschutz,195556,2020-02-27,2020-08-23
178 days,durch Infektion geimpft,1179,2020-02-27,2020-08-23
179 days,kein Impfschutz,195552,2020-02-27,2020-08-24
179 days,durch Infektion geimpft,1183,2020-02-27,2020-08-24
180 days,kein Impfschutz,195546,2020-02-27,2020-08-25
180 days,durch Infektion geimpft,1189,2020-02-27,2020-08-25
181 days,kein Impfschutz,195541,2020-02-27,2020-08-26
181 days,durch Infektion geimpft,1194,2020-02-27,2020-08-26
182 days,kein Impfschutz,195533,2020-02-27,2020-08-27
182 days,durch Infektion geimpft,1202,2020-02-27,2020-08-27
183 days,kein Impfschutz,195525,2020-02-27,2020-08-28
183 days,durch Infektion geimpft,1210,2020-02-27,2020-08-28
184 days,kein Impfschutz,195522,2020-02-27,2020-08-29
184 days,durch Infektion geimpft,1213,2020-02-27,2020-08-29
185 days,kein Impfschutz,195522,2020-02-27,2020-08-30
185 days,durch Infektion geimpft,1213,2020-02-27,2020-08-30
186 days,kein Impfschutz,195518,2020-02-27,2020-08-31
186 days,durch Infektion geimpft,1217,2020-02-27,2020-08-31
187 days,kein Impfschutz,195514,2020-02-27,2020-09-01
187 days,durch Infektion geimpft,1221,2020-02-27,2020-09-01
188 days,kein Impfschutz,195513,2020-02-27,2020-09-02
188 days,durch Infektion geimpft,1222,2020-02-27,2020-09-02
189 days,kein Impfschutz,195507,2020-02-27,2020-09-03
189 days,durch Infektion geimpft,1228,2020-02-27,2020-09-03
190 days,kein Impfschutz,195504,2020-02-27,2020-09-04
190 days,durch Infektion geimpft,1231,2020-02-27,2020-09-04
191 days,kein Impfschutz,195499,2020-02-27,2020-09-05
191 days,durch Infektion geimpft,1236,2020-02-27,2020-09-05
192 days,kein Impfschutz,195494,2020-02-27,2020-09-06
192 days,durch Infektion geimpft,1241,2020-02-27,2020-09-06
193 days,kein Impfschutz,195492,2020-02-27,2020-09-07
193 days,durch Infektion geimpft,1243,2020-02-27,2020-09-07
194 days,kein Impfschutz,195482,2020-02-27,2020-09-08
194 days,durch Infektion geimpft,1253,2020-02-27,2020-09-08
195 days,kein Impfschutz,195477,2020-02-27,2020-09-09
195 days,durch Infektion geimpft,1258,2020-02-27,2020-09-09
196 days,kein Impfschutz,195476,2020-02-27,2020-09-10
196 days,durch Infektion geimpft,1259,2020-02-27,2020-09-10
197 days,kein Impfschutz,195472,2020-02-27,2020-09-11
197 days,durch Infektion geimpft,1263,2020-02-27,2020-09-11
198 days,kein Impfschutz,195469,2020-02-27,2020-09-12
198 days,durch Infektion geimpft,1266,2020-02-27,2020-09-12
199 days,kein Impfschutz,195467,2020-02-27,2020-09-13
199 days,durch Infektion geimpft,1268,2020-02-27,2020-09-13
200 days,kein Impfschutz,195465,2020-02-27,2020-09-14
200 days,durch Infektion geimpft,1270,2020-02-27,2020-09-14
201 days,kein Impfschutz,195460,2020-02-27,2020-09-15
201 days,durch Infektion geimpft,1275,2020-02-27,2020-09-15
202 days,kein Impfschutz,195459,2020-02-27,2020-09-16
202 days,durch Infektion geimpft,1276,2020-02-27,2020-09-16
203 days,kein Impfschutz,195451,2020-02-27,2020-09-17
203 days,durch Infektion geimpft,1284,2020-02-27,2020-09-17
204 days,kein Impfschutz,195450,2020-02-27,2020-09-18
204 days,durch Infektion geimpft,1285,2020-02-27,2020-09-18
205 days,kein Impfschutz,195448,2020-02-27,2020-09-19
205 days,durch Infektion geimpft,1287,2020-02-27,2020-09-19
206 days,kein Impfschutz,195446,2020-02-27,2020-09-20
206 days,durch Infektion geimpft,1289,2020-02-27,2020-09-20
207 days,kein Impfschutz,195444,2020-02-27,2020-09-21
207 days,durch Infektion geimpft,1291,2020-02-27,2020-09-21
208 days,kein Impfschutz,195444,2020-02-27,2020-09-22
208 days,durch Infektion geimpft,1291,2020-02-27,2020-09-22
209 days,kein Impfschutz,195441,2020-02-27,2020-09-23
209 days,durch Infektion geimpft,1294,2020-02-27,2020-09-23
210 days,kein Impfschutz,195438,2020-02-27,2020-09-24
210 days,durch Infektion geimpft,1297,2020-02-27,2020-09-24
211 days,kein Impfschutz,195433,2020-02-27,2020-09-25
211 days,durch Infektion geimpft,1302,2020-02-27,2020-09-25
212 days,kein Impfschutz,195431,2020-02-27,2020-09-26
212 days,durch Infektion geimpft,1304,2020-02-27,2020-09-26
213 days,kein Impfschutz,195431,2020-02-27,2020-09-27
213 days,durch Infektion geimpft,1304,2020-02-27,2020-09-27
214 days,kein Impfschutz,195428,2020-02-27,2020-09-28
214 days,durch Infektion geimpft,1307,2020-02-27,2020-09-28
215 days,kein Impfschutz,195425,2020-02-27,2020-09-29
215 days,durch Infektion geimpft,1310,2020-02-27,2020-09-29
216 days,kein Impfschutz,195419,2020-02-27,2020-09-30
216 days,durch Infektion geimpft,1316,2020-02-27,2020-09-30
217 days,kein Impfschutz,195415,2020-02-27,2020-10-01
217 days,durch Infektion geimpft,1320,2020-02-27,2020-10-01
218 days,kein Impfschutz,195401,2020-02-27,2020-10-02
218 days,durch Infektion geimpft,1334,2020-02-27,2020-10-02
219 days,kein Impfschutz,195396,2020-02-27,2020-10-03
219 days,durch Infektion geimpft,1339,2020-02-27,2020-10-03
220 days,kein Impfschutz,195390,2020-02-27,2020-10-04
220 days,durch Infektion geimpft,1345,2020-02-27,2020-10-04
221 days,kein Impfschutz,195384,2020-02-27,2020-10-05
221 days,durch Infektion geimpft,1351,2020-02-27,2020-10-05
222 days,kein Impfschutz,195380,2020-02-27,2020-10-06
222 days,durch Infektion geimpft,1355,2020-02-27,2020-10-06
223 days,kein Impfschutz,195364,2020-02-27,2020-10-07
223 days,durch Infektion geimpft,1371,2020-02-27,2020-10-07
224 days,kein Impfschutz,195347,2020-02-27,2020-10-08
224 days,durch Infektion geimpft,1388,2020-02-27,2020-10-08
225 days,kein Impfschutz,195332,2020-02-27,2020-10-09
225 days,durch Infektion geimpft,1403,2020-02-27,2020-10-09
226 days,kein Impfschutz,195297,2020-02-27,2020-10-10
226 days,durch Infektion geimpft,1438,2020-02-27,2020-10-10
227 days,kein Impfschutz,195283,2020-02-27,2020-10-11
